0,0.03,0.01,-0.50,0.01
1,1.93,5.15,-47.20,0.02
1,1.92,5.18,-50.60,0.03
1,1.91,5.21,-45.10,0.04
1,1.91,5.27,-48.40,0.05
1,1.90,5.30,-53.80,0.06
1,1.89,5.34,-49.30,0.07
1,1.89,5.38,-51.20,0.08
1,1.88,5.42,-56.90,0.09
1,1.87,5.45,-52.00,0.10
1,1.86,5.50,-56.70,0.11
1,1.85,5.52,-58.50,0.12
1,1.83,5.52,-53.70,0.13
1,1.80,5.50,-59.00,0.14
1,1.77,5.46,-58.90,0.15
1,1.72,5.37,-55.20,0.16
1,1.70,5.34,-60.30,0.17
1,1.65,5.26,-56.90,0.18
1,1.62,5.20,-58.20,0.19
1,1.54,5.05,-58.40,0.20
1,1.48,4.96,-56.60,0.21
1,1.45,4.90,-56.90,0.22
1,1.40,4.82,-59.10,0.23
1,1.38,4.77,-58.60,0.24
1,1.32,4.67,-59.00,0.25
1,1.28,4.60,-59.50,0.26
1,1.21,4.45,-58.70,0.27
1,1.18,4.39,-58.40,0.28
1,1.13,4.29,-59.10,0.29
1,1.10,4.22,-59.10,0.30
1,1.06,4.14,-58.90,0.31
1,1.02,4.04,-59.50,0.32
1,0.99,3.99,-59.00,0.33
1,0.95,3.92,-59.80,0.34
1,0.93,3.86,-59.20,0.35
1,0.90,3.80,-59.60,0.36
1,0.88,3.74,-59.30,0.37
1,0.86,3.69,-59.30,0.38
1,0.84,3.66,-60.10,0.39
1,0.82,3.60,-59.80,0.40
1,0.81,3.57,-59.20,0.41
1,0.78,3.51,-60.10,0.42
1,0.75,3.42,-58.60,0.43
1,0.73,3.38,-58.90,0.44
1,0.70,3.30,-62.20,0.45
1,0.68,3.25,-57.00,0.46
1,0.66,3.17,-61.60,0.47
1,0.63,3.13,-61.20,0.48
1,0.61,3.05,-59.30,0.49
1,0.59,3.00,-61.00,0.50
1,0.57,2.95,-59.50,0.51
1,0.56,2.91,-60.20,0.52
1,0.55,2.89,-59.90,0.53
1,0.55,2.89,-60.20,0.54
1,0.55,2.88,-60.90,0.55
1,0.53,2.84,-60.20,0.56
1,0.52,2.79,-62.10,0.57
1,0.50,2.73,-58.80,0.58
1,0.48,2.68,-58.80,0.59
1,0.46,2.61,-63.30,0.60
1,0.44,2.56,-56.60,0.61
1,0.42,2.49,-65.00,0.62
