1,6,60
2,6,60
3,6,60
4,6,60
5,7,60
6,7,60
7,9,60
8,9,60
9,10,60
10,11,60
11,11,60
12,12,60
13,13,60
14,13,60
15,13,60
16,13,60
17,15,60
18,15,60
19,15,60
20,15,60
21,16,60
22,16,60
23,16,60
24,16,60
25,17,60
26,17,60
27,17,60
28,17,60
29,17,60
30,17,60
31,18,60
32,18,59
33,18,59
34,18,59
35,18,59
36,19,59
37,19,59
38,19,59
39,19,59
40,20,59
41,20,59
42,20,59
43,20,59
44,20,59
45,20,59
46,20,59
47,20,59
48,20,59
49,21,59
50,21,59
51,21,59
52,21,59
53,21,59
54,22,59
55,22,59
56,22,59
57,22,59
58,22,59
59,22,59
60,22,59
61,22,59
62,22,59
63,23,59
64,23,59
65,23,59
66,23,59
67,23,59
68,23,59
69,23,59
70,23,59
71,23,59
72,23,59
73,24,59
74,24,59
75,24,59
76,24,59
77,24,59
78,24,59
79,25,59
80,25,59
81,25,59
82,25,59
83,25,59
84,25,59
85,25,59
86,25,59
87,25,59
88,25,59
89,25,59
90,25,59
91,25,59
92,26,58
93,26,58
94,26,58
95,26,58
96,26,58
97,26,58
98,26,58
99,26,58
100,26,58
101,26,58
102,26,58
103,26,58
104,27,58
105,27,58
106,27,58
107,27,58
108,27,58
109,27,58
110,27,58
111,27,58
112,28,58
113,28,58
114,28,58
115,28,58
116,28,58
117,28,58
118,28,58
119,28,58
120,28,58
121,28,58
122,28,58
123,28,58
124,28,58
125,33,58
126,33,58
127,33,58
128,33,58
129,33,58
130,33,58
131,33,58
132,38,58
133,38,58
134,38,58
135,38,58
136,38,58
137,38,58
138,38,58
139,44,58
140,44,58
141,44,58
142,44,58
143,44,58
144,44,58
145,44,58
146,44,58
147,44,58
148,44,58
149,44,58
150,49,58
151,49,58
152,49,57
153,49,57
154,49,57
155,49,57
156,49,57
157,49,57
158,49,57
159,49,57
160,49,57
161,49,57
162,49,57
163,49,57
164,49,57
165,49,57
166,49,57
167,49,57
168,49,57
169,49,57
170,49,57
171,49,57
172,49,57
173,49,57
174,49,57
175,49,57
176,49,57
177,49,57
178,49,57
179,49,57
180,49,57
181,49,57
182,49,57
183,49,57
184,49,57
185,49,57
186,49,57
187,49,57
188,49,57
189,49,57
190,49,57
191,49,57
192,49,57
193,49,57
194,49,57
195,49,57
196,49,57
197,49,57
198,49,57
199,49,57
200,49,57
201,49,57
202,49,57
203,49,57
204,49,57
205,49,57
206,49,57
207,49,57
208,49,57
209,49,57
210,49,57
211,50,57
212,50,56
213,50,56
